raw_aspect,sentence,label,label_id
pubg its play pubg hd graphics,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,positive,2
3 gb ram,just 3 gb ram,neutral,1
selfi,selfi is awesome value of money,positive,2
value of money,selfi is awesome value of money,positive,2
mobile,only mobile best under 8000 rs,positive,2
good one in middle range,good one in middle range,neutral,1
performance,excellent performanceawesome mobile in low budget,positive,2
mobile,excellent performanceawesome mobile in low budget,positive,2
low budget,excellent performanceawesome mobile in low budget,neutral,1
mobile,its very best mobile i purchage 6 mobile honor 10 lite,positive,2
honor 10 lite,its very best mobile i purchage 6 mobile honor 10 lite,positive,2
product,nice product at 8k prize,positive,2
prize,nice product at 8k prize,neutral,1
performance,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",positive,2
display,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",positive,2
cameras,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",positive,2
finish of the device,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",positive,2
phone,perfect phone in low price,positive,2
price,perfect phone in low price,neutral,1
product,great product with good quality,positive,2
quality,great product with good quality,positive,2
product,its good product spacially for music i am buying because other companyes mobile not good music provide,positive,2
music,its good product spacially for music i am buying because other companyes mobile not good music provide,positive,2
other companyes mobile not good music provide,its good product spacially for music i am buying because other companyes mobile not good music provide,negative,0
mobile,verry good mobile,positive,2
look,nice look product and good quality product,positive,2
quality,nice look product and good quality product,positive,2
mobile,amazing mobile and very estable one,positive,2
estable one,amazing mobile and very estable one,positive,2
phones,superb phones everything is good,positive,2
everything,superb phones everything is good,positive,2
good but not better,good but not better,neutral,1
hardware,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,negative,0
software,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,negative,0
screen display,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,negative,0
camera,good camera but battery bad,positive,2
battery,good camera but battery bad,negative,0
volume button,volume button not working,negative,0
camera,camera is a good,neutral,1
nice product,it's nice product but my phone required resolution fhd+ video not support😟😟😟,positive,2
resolution fhd+ video not support,it's nice product but my phone required resolution fhd+ video not support😟😟😟,negative,0
mobile,mobile is very good,positive,2
battery backup,battery backup is best,positive,2
product,nice product in this price range,neutral,1
price range,nice product in this price range,neutral,1
smartphone,the best smartphone,positive,2
mobile under price,nice mobile under price,neutral,1
camera,camera is not so much clear other wise everything is perfect,negative,0
everything,camera is not so much clear other wise everything is perfect,positive,2
all,all are good,positive,2
awesome mobile,awesome mobile 👌 value for moy,positive,2
value for moy,awesome mobile 👌 value for moy,positive,2
battery drain,battery drain very fast,negative,0
product,very worst product,negative,0
smart phone,it's nice smart phone,positive,2
mobile phone,nice and good mobile phone,positive,2
phone,a good phone in this price range,neutral,1
price range,a good phone in this price range,neutral,1
camera quality,people might say that camera quality and built quality aren't good,negative,0
built quality,people might say that camera quality and built quality aren't good,negative,0
best thing in that price range,but i would say you are getting best thing in that price range,positive,2
flagship killer,"it ain't any flagship killer, but it could definitely beat other phones in that segment",negative,0
other phones in that segment,"it ain't any flagship killer, but it could definitely beat other phones in that segment",positive,2
camera,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,neutral,1
display,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,neutral,1
overall you will not disappoint on buying it,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,positive,2
value for money product,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,positive,2
economical,superb yet economical,neutral,1
front camera,mind blowing front camera,positive,2
overall,overall all good but bettery is draining faster,positive,2
baterry is draining faster,overall all good but bettery is draining faster,negative,0
product,flipkart executive behaviour is too rude and lazy as well i suffer a long time of one month and this product is going to hang after updating,negative,0
hang after updating,flipkart executive behaviour is too rude and lazy as well i suffer a long time of one month and this product is going to hang after updating,negative,0
phone,good phone on this much money,positive,2
money,good phone on this much money,positive,2
product,it is a very good product,positive,2
value for money,totally value for money product in this price range,neutral,1
price range,totally value for money product in this price range,neutral,1
awesome,just awesome 😍,positive,2
camera,you honor 10 lite camera better in 📸,positive,2
camera,"i like the phone very no problems good camera, processor, superb",positive,2
processor,"i like the phone very no problems good camera, processor, superb",positive,2
phone,great phone in this price❤️🤩🤩,positive,2
price,great phone in this price❤️🤩🤩,neutral,1
pretty,the phone is so pretty and performence bise good over all the phone is value for money,positive,2
performence,the phone is so pretty and performence bise good over all the phone is value for money,positive,2
value for money,the phone is so pretty and performence bise good over all the phone is value for money,positive,2
back panel fitting,back panel fitting not ok,negative,0
product,nice product and good delivery,positive,2
price range,good choise for this price range,neutral,1
mobile,this is super mobile for basic user,positive,2
phone,"very goo phone, how ever the battery back up could be more",positive,2
battery back up,"very goo phone, how ever the battery back up could be more",neutral,1
choise in this price range,good choise in this price range,neutral,1
the phone,the phone is good,positive,2
it,just buy it,positive,2
battery,good but battery have some issue but nothing to worry,neutral,1
price range,but in same price range you can get many option so try some thing new and better version of this,neutral,1
many option,but in same price range you can get many option so try some thing new and better version of this,neutral,1
better version,but in same price range you can get many option so try some thing new and better version of this,neutral,1
mobile,nice mobile i like huwai company,positive,2
huwai company,nice mobile i like huwai company,positive,2
product,good product in this segment,neutral,1
display build quality,the display build quality is really poor,negative,0
quality,you can look at the quality,neutral,1
it's,it's shattered into pieces,negative,0
phone,don't go for this phone ever,negative,0
nice budget phone,nice budget phone,positive,2
good condition,the phone was in good condition when i received it,positive,2
mobile,nice mobile good permance may be packing much better,positive,2
permance,nice mobile good permance may be packing much better,positive,2
smart phone,best smart phone under 10k,positive,2
fone,this fone is osm,positive,2
phone,very nyc phone thanks to flipkart,positive,2
mobile,"awesome mobile, worth of money",positive,2
worth of money,"awesome mobile, worth of money",positive,2
battery,"although battery and performance are at average level, the camera and battery are good",neutral,1
performance,"although battery and performance are at average level, the camera and battery are good",neutral,1
camera,"although battery and performance are at average level, the camera and battery are good",positive,2
battery,"although battery and performance are at average level, the camera and battery are good",positive,2
money paid,"in short, it is worth the money paid",positive,2
look,look is pretty,positive,2
battery,battery and cemera super,positive,2
cemera,battery and cemera super,positive,2
mobile,superb mobile at 7299 and performance also good,positive,2
performance,superb mobile at 7299 and performance also good,positive,2
phone,asm phone don't miss buy it,positive,2
display,it has very good display and the performance is upto mark,positive,2
performance,it has very good display and the performance is upto mark,positive,2
battery backup,battery backup is not that good but yes not so bad either,neutral,1
overall,overall i am satisfied with thus purchase,positive,2
not bad,not bad going well,neutral,1
going well,not bad going well,neutral,1
product,good product & quality superb,positive,2
quality,good product & quality superb,positive,2
product,awesome product from honor camera quality is very good,positive,2
camera quality,awesome product from honor camera quality is very good,positive,2
phone,wonderful experience with this phone,positive,2
complete value for money,complete value for money,positive,2
performance,very worst performance,negative,0
battery,battery is normal,neutral,1
phone,average good phone,neutral,1
super mobile,super mobile and fast delivery thanks to all flipkart workars,positive,2
camera,camera is very poor but display is good average quality of the product,negative,0
display,camera is very poor but display is good average quality of the product,neutral,1
good product,good product and on time delivery,positive,2
smartphone,best smartphone i like it,positive,2
front camera,front camera amazing display not good,positive,2
display,front camera amazing display not good,negative,0
mobile,overall very nice mobile in this range,neutral,1
product,very gud product,positive,2
mobile,"excellent mobile in low budget, worth can give try",positive,2
low budget,"excellent mobile in low budget, worth can give try",positive,2
price,worth the price,positive,2
phone,one of the best phone,positive,2
charging capacity,but charging capacity low,negative,0
working,nice working mobile,positive,2
mobile,8499 at price excellent mobile,positive,2
price,8499 at price excellent mobile,positive,2
memory card and dual sims,memory card and dual sims does not used at same time,negative,0
camera,good camera 📸,positive,2
phone,best phone have ever seen,positive,2
price rate,u much buy it in this price rate,neutral,1
mobile,very good mobile,positive,2
honor 10 lite fantastic phone,honor 10 lite fantastic phone with excellent camera quantity,positive,2
excellent camera quantity,honor 10 lite fantastic phone with excellent camera quantity,positive,2
it,wow its so good,positive,2
battery,battery is very poor,negative,0
mobile,best mobile under 8000,positive,2
value 4 money,excellent value 4 money,positive,2
back camera,back camera very poor,negative,0
internet,internet not working,negative,0
phone,super phone for ever,positive,2
good looking,good looking and good product,positive,2
good product,good looking and good product,positive,2
mobile,awesome mobile in this price range,positive,2
price range,awesome mobile in this price range,neutral,1
good to use,"good to use, user friendly, thanks to flipcart timely delivery, thanks to ekart",positive,2
user friendly,"good to use, user friendly, thanks to flipcart timely delivery, thanks to ekart",positive,2
features,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
bluetooth,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
connect,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
camera,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
multimedia connect,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
car sound,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
front camera,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
special quality,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,positive,2
camera,nice camera phone,positive,2
google play store,not supporting google play store,negative,0
honor 10 lite,this is my second honor 10 lite,neutral,1
all over,all over best,positive,2
product,product is just ok,neutral,1
good looking fone,"good looking fone,supar camera,battary much more",positive,2
supar camera,"good looking fone,supar camera,battary much more",positive,2
battary much more,"good looking fone,supar camera,battary much more",positive,2
phone,good phone with budjet price,positive,2
budjet price,good phone with budjet price,neutral,1
value for money,value for money im satisfy in this product,positive,2
this,this is amazing,positive,2
moviles,better than other moviles in this price,neutral,1
price,better than other moviles in this price,neutral,1
price,very nice at this price,neutral,1
picture quality,picture quality is not like 48mega pixel,negative,0
mobile front camera,superb mobile front camera is super,positive,2
camera,superb mobile front camera is super,positive,2
phn,i lve this phn,positive,2
display,display is amazing clarity sound quality higher than other phns in this money,positive,2
clarity,display is amazing clarity sound quality higher than other phns in this money,positive,2
sound quality,display is amazing clarity sound quality higher than other phns in this money,positive,2
other phns in this money,display is amazing clarity sound quality higher than other phns in this money,positive,2
product,very good product in cheap range,neutral,1
cheap range,very good product in cheap range,neutral,1
features,good features value for money,positive,2
value for money,good features value for money,positive,2
phone,best phone in 8000,positive,2
smartphone,it's too good smartphone value for money camera quality is too good as compared to its price,positive,2
value for money,it's too good smartphone value for money camera quality is too good as compared to its price,positive,2
camera quality,it's too good smartphone value for money camera quality is too good as compared to its price,positive,2
price,it's too good smartphone value for money camera quality is too good as compared to its price,neutral,1
picture quality,picture quality is very poor,negative,0
looking,nice looking an display,positive,2
display,nice looking an display,positive,2
money for value,money for value,neutral,1
everything,everything is good bt is and quality is very poor,neutral,1
quality,everything is good bt is and quality is very poor,negative,0
all,other wise all good,positive,2
good one over all,good one over all,positive,2
performance,"very good performance, awesome battery backup",positive,2
battery backup,"very good performance, awesome battery backup",positive,2
mobile,"best mobile, this is amazing",positive,2
value of money,value of money product i am impressed from honor phones,positive,2
phone,good and best phone,positive,2
phone,very nice phone from huwai,positive,2
mobile ringtone,during call receiving mobile ringtone is automatically silent and all the things are good as given,negative,0
all the things,during call receiving mobile ringtone is automatically silent and all the things are good as given,positive,2
value for money,value for money nice colour,neutral,1
nice colour,value for money nice colour,positive,2
phone,sandar phone he i am happy guys,positive,2
phone,nice phone with very elegant look👍,positive,2
look,nice phone with very elegant look👍,positive,2
all things,all things are good,positive,2
price,best phone in this price,neutral,1
looking compass,good looking compass is good working,neutral,1
compass,good looking compass is good working,positive,2
product,good product on this rate,neutral,1
rate,good product on this rate,neutral,1
phone,its a very amazing phone,positive,2
price range,best price range_______7200,neutral,1
mobile,very good mobile @ this price,neutral,1
price,very good mobile @ this price,neutral,1
standard budget phone,standard budget phone and very comfortable for use,neutral,1
comfortable for use,standard budget phone and very comfortable for use,positive,2
over heating issue,over heating issue,negative,0
camera,camera and phone design is too good,positive,2
phone design,camera and phone design is too good,positive,2
mobile camera clarity,nice mobile camera clarity awosome,positive,2
fhd at 8k,"fhd at 8k, decent performance, satisfied",neutral,1
decent performance,"fhd at 8k, decent performance, satisfied",neutral,1
3 gb ram variant,3 gb ram variant is little bit laggy but overall it's a good phone,negative,0
phone,3 gb ram variant is little bit laggy but overall it's a good phone,positive,2
camera phone,its a gud camera phone,positive,2
phone,phone is excellent,positive,2
this,i'm very happy for this,positive,2
good not too good,good not too good,neutral,1
value for money,value for money 👌,positive,2
everything,everything is fine,neutral,1
battery,battery is average,neutral,1
camera,camera s cool,positive,2
phone,this is very smart sharp and smooth phone,positive,2
phone,awesome phone and awesome camera quality is nic,positive,2
camera quality,awesome phone and awesome camera quality is nic,positive,2
phone,good nice phone,positive,2
mobile,nice mobile but camera average,positive,2
camera,nice mobile but camera average,neutral,1
camera,very poor camera,negative,0
performance,"performance not bat, battery backup 1 day",negative,0
battery backup,"performance not bat, battery backup 1 day",neutral,1
handset,most beautyfull handset,positive,2
phone camera,honor my fevirate phone camera overall good,positive,2
overall,honor my fevirate phone camera overall good,positive,2
honor,satisfied @ honor,positive,2
phone,berry goddd phone,positive,2
9 lite or 10 lite,9 lite or 10 lite are same function phone,neutral,1
display size,bas display size main anter hai dot notch display,neutral,1
dot notch display,bas display size main anter hai dot notch display,neutral,1
battery performance,battery performance very bad last update,negative,0
32gb variant,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,neutral,1
this price segment,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,neutral,1
this is the best phone,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,positive,2
price,best phone in this price,positive,2
smart,best smart for less usage,positive,2
mobile phone,nice mobile phone super,positive,2
light weight,"sleek, light weight, comfortable, looks good on hand like 20k mobile",positive,2
comfortable,"sleek, light weight, comfortable, looks good on hand like 20k mobile",positive,2
looks good on hand,"sleek, light weight, comfortable, looks good on hand like 20k mobile",positive,2
value 4 money,value 4 money definitely,positive,2
gadget,very good gadget,positive,2
phone,it's phone jast osm very good parfrom in daily,positive,2
parfrom,it's phone jast osm very good parfrom in daily,positive,2
mobile candition,very good mobile candition for this price,positive,2
price,very good mobile candition for this price,neutral,1
phone,best phone under this range even the performance is very smooth,positive,2
performance,best phone under this range even the performance is very smooth,positive,2
subject phone,it's a best subject phone,positive,2
backup battery,this mobile has been not backup battery,negative,0
mob,super mob for low range superb and like bros,positive,2
low range,super mob for low range superb and like bros,positive,2
overall,overall i like it,positive,2
quality,"it's quality is super,i love it very much",positive,2
phn,"good phn , value for money",positive,2
value for money,"good phn , value for money",positive,2
camera quality,camera quality low,negative,0
mobile,good mobile and camera,positive,2
camera,good mobile and camera,positive,2
poduct,poduct is like old pcs,negative,0
phone,good budget phone,positive,2
best budget entry level phone,best budget entry level phone,positive,2
type - c usb,type - c usb is missing,negative,0
phone,very nice phone and fast delivery from flipkart,positive,2
phone,nice phone according to money,positive,2
money,nice phone according to money,positive,2
product,it's a very nice product,positive,2
mobile,good mobile super,positive,2
phone,this phone is too good,positive,2
camera,"camera is awesome, display is awesome, battery is also good",positive,2
display,"camera is awesome, display is awesome, battery is also good",positive,2
battery,"camera is awesome, display is awesome, battery is also good",positive,2
performance,very good performance,positive,2
good looking phone,good looking phone with decent performance,positive,2
decent performance,good looking phone with decent performance,neutral,1
honor 10 lite,honor 10 lite is a amazing phone according me,positive,2
overall,overall good product,positive,2
phone,phone looks cool with pretty decent specs,positive,2
specs,phone looks cool with pretty decent specs,neutral,1
display clarity,display clarity is awesome,positive,2
camera performance,camera performance is great,positive,2
easy to carry,easy to carry and handle,positive,2
handle,easy to carry and handle,positive,2
affordable price,nice with affordable price,neutral,1
phone camera,nice phone camera better,positive,2
this,i like this,positive,2
mobile,good mobile and good looking,positive,2
looking,good mobile and good looking,positive,2
phone,nice phone and fobulas phone,positive,2
fantastic,fantastic iam happy,positive,2
product,very nice product & camera good quality,positive,2
camera good quality,very nice product & camera good quality,positive,2
mobile,hi is very beautifull mobile,positive,2
product,good product at this price,neutral,1
price,good product at this price,neutral,1
smartfone,best smartfone under 1000,positive,2
mobile saftware,hangover mobile saftware,negative,0
daily use,good for daily use,neutral,1
product,it's osm product,positive,2
mobile,good mobile sliem,positive,2
sliem,good mobile sliem,positive,2
camera,good quality of camera,positive,2
battery life,battery life insufficient others except the battery are lovely,negative,0
others except the battery,battery life insufficient others except the battery are lovely,positive,2
very very good,very very good,positive,2
camera quality,awesome but camera quality is little bit low category,negative,0
mobil,best mobil under 10000,positive,2
selfie cam,best selfie cam in this segment,positive,2
performance,good performance and good for taking professional quality shoots,positive,2
professional quality shoots,good performance and good for taking professional quality shoots,positive,2
true value of money,tha true value of money,positive,2
price,very good at the price of rs,neutral,1
selfie camera,selfie camera super and cpu hisilicon kirin 710 superb,positive,2
cpu hisilicon kirin 710,selfie camera super and cpu hisilicon kirin 710 superb,positive,2
value 4 money,good value 4 money,positive,2
looking nice,looking nice and features good,positive,2
features good,looking nice and features good,positive,2
smartphone,"got for 7200,for this price this is the best smartphone",positive,2
price,"got for 7200,for this price this is the best smartphone",positive,2
camera quality,camera quality is best👍👍👍👍👍👍👍,positive,2
phones,buy phones only in festive season i spent 1800 extra on it,neutral,1
price,nice this price,positive,2
mobile,osm mobile in this price range,positive,2
price range,osm mobile in this price range,neutral,1
product,awesome product and mind blowing product,positive,2
cell phone,perfecto cell phone i love it,positive,2
phone,this phone is good at this price,neutral,1
price,this phone is good at this price,neutral,1
sim slot,first sim slot ok,neutral,1
sim 2,when we provide sim 2 we are not able to provide sd card,neutral,1
sd card,when we provide sim 2 we are not able to provide sd card,neutral,1
sd card,or we provide sd card not able to provide sim 2,neutral,1
sim 2,or we provide sd card not able to provide sim 2,negative,0
phone,otherwise this phone good,positive,2
it,i liked it very much,positive,2
phone,nice phone at this price,neutral,1
price,nice phone at this price,neutral,1
mobile,probably the best mobile under this segment,positive,2
phone,good phone to buy,positive,2
phone display,phone display is so smooth as butter on bread,positive,2
camera,camera is as perfect as u,positive,2
phone look,phone look ek no 😎,positive,2
phone,best phone 10k under,positive,2
10k,best phone 10k under,positive,2
value,best mobile for value,positive,2
value,great value and great look,positive,2
look,great value and great look,positive,2
phone,excellent phone this price,positive,2
price,excellent phone this price,positive,2
mobile phone,good mobile phone,positive,2
mobile,i loved this mobile,positive,2
blue colour,blue colour is awesome,positive,2
it,loved it alot,positive,2
product,very much happy with this product,positive,2
looks,looks are good in this price range,neutral,1
camera,but need some improvements in camera,negative,0
product,its a good product for this range,neutral,1
heat generation,"heat generation accursed, performance known only after taking time",negative,0
performance,"heat generation accursed, performance known only after taking time",neutral,1
phone,this is awesome phone,positive,2
phone,"i use it last one year and i am sure, this is good phone and it's front camera 24 mp is really awesome",positive,2
front camera 24 mp,"i use it last one year and i am sure, this is good phone and it's front camera 24 mp is really awesome",positive,2
features,all features are good of this phone,positive,2
price range,this price range very nyc mobilevalve for money,neutral,1
mobilevalve for money,this price range very nyc mobilevalve for money,positive,2
front camera,"it's fantastic, marvelous front camera superb and thanks filipkartamazing",positive,2
phone,it is really super phone at this price👌👌,positive,2
price,it is really super phone at this price👌👌,neutral,1
product,good product 👍 and camera and battery is good,positive,2
camera,good product 👍 and camera and battery is good,positive,2
battery,good product 👍 and camera and battery is good,positive,2
low price,low price is aswsome phone,neutral,1
phone,low price is aswsome phone,positive,2
performance,nice performance it's good,positive,2
mobile,nice mobile in this price,neutral,1
price,nice mobile in this price,neutral,1
good buy,it's a good buy but not out of the park,neutral,1
redmi note 8,if you have 2 thousand extra then go for redmi note 8 or realme 3 pro,neutral,1
realme 3 pro,if you have 2 thousand extra then go for redmi note 8 or realme 3 pro,neutral,1
photo,very good photo,positive,2
colour,i love the colour,positive,2
product,osm product in 8000,positive,2
8000,osm product in 8000,neutral,1
worth,it's worth it,neutral,1
good quality budget phone,good quality budget phone,neutral,1
gaming performance,it's gaming performance also good,positive,2
phone,it's awesome phone,positive,2
8k,got it for 8k in bbd,neutral,1
value for money,value for money it is,neutral,1
product,good product in low cost,neutral,1
low cost,good product in low cost,neutral,1
camera,well the camera is the best in this price range and the performance is is also good,neutral,1
performance,well the camera is the best in this price range and the performance is is also good,positive,2
in 10-11k,i mean in 10-11k what else do u expect,neutral,1
mobil,this mobil is too much good i satisfied everyone should buy this mobil honor gives too much in law price,positive,2
law price,this mobil is too much good i satisfied everyone should buy this mobil honor gives too much in law price,positive,2
phone,nice phone at this budget,positive,2
budget,nice phone at this budget,positive,2
phone,below average phone,negative,0
curved design,"very good, it had curved design",positive,2
phone,good phone under 10k,neutral,1
performance,"everything is a boom in performance, except for the battery",positive,2
battery,"everything is a boom in performance, except for the battery",negative,0
smartphone,"it may disappoint you but you will never regret, i think you can't get a better smartphone under rs",neutral,1
beast phone,"10,000 than this model, a beast phone under budget segment",positive,2
under budget segment,"10,000 than this model, a beast phone under budget segment",neutral,1
camera,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
display,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
battery,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
touchpad,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
performance,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
look & design,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
other features,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,positive,2
honour 10 lite,osm honour 10 lite,positive,2
phone ##look,nyc phone ##look betar,positive,2
proseser,this mobile in prosesser is very strong and mobile system are nothing hiting any time,positive,2
mobile system,this mobile in prosesser is very strong and mobile system are nothing hiting any time,positive,2
phone,such a nice phone with this value,positive,2
value,such a nice phone with this value,positive,2
moblie,cheap and best good moblie,positive,2
camera quality,bad camera quality,negative,0
mobail,very good mobail,positive,2
performance,"performance and look wise phone is awesome, but rear camera could have been a bit better",positive,2
look,"performance and look wise phone is awesome, but rear camera could have been a bit better",positive,2
rear camera,"performance and look wise phone is awesome, but rear camera could have been a bit better",negative,0
phone,overall phone is good,positive,2
spare quality,all spare quality is not satisfied,negative,0
price,best in price,positive,2
mobile,it is one of the best mobile in this price range,positive,2
price range,it is one of the best mobile in this price range,neutral,1
battery,the battery stays for one day,neutral,1
every thing,other wise every thing is awesome,positive,2
budget phone,best budget phone ever and along with that best screen,positive,2
screen,best budget phone ever and along with that best screen,positive,2
price tag,great deal at this price tag,neutral,1
battery take up,battery take up is very poor,negative,0
display,"display is awesome, battery life is good, finish is nice",positive,2
battery life,"display is awesome, battery life is good, finish is nice",positive,2
finish,"display is awesome, battery life is good, finish is nice",positive,2
processor,processor works efficiently,positive,2
phone,overall phone is nice and best under this price range,positive,2
price range,overall phone is nice and best under this price range,positive,2
phone,its good phone in this price,neutral,1
price,its good phone in this price,neutral,1
price,its decent for the price,neutral,1
mobile,good mobile but overheating,neutral,1
overheating,good mobile but overheating,negative,0
phone,very good phone working much faster,positive,2
working much faster,very good phone working much faster,positive,2
phone,very good phone for general use,positive,2
phone,good phone inside ~out a must buy prdct,positive,2
selfie camera,good selfie camera high speed performance,positive,2
high speed performance,good selfie camera high speed performance,positive,2
value for money,value for money product,neutral,1
phone,nice 💯💯💯💯💯 phone,positive,2
phone value,top phone value of 💰 money,positive,2
battery backup 8 to 9 hours,i'm normally used this phone but battery backup 8 to 9 hours vary bad battery backup,negative,0
battery backup,i'm normally used this phone but battery backup 8 to 9 hours vary bad battery backup,negative,0
phone,good phone battery backup not that good camera okok,positive,2
battery backup,good phone battery backup not that good camera okok,negative,0
camera,good phone battery backup not that good camera okok,neutral,1
phone,awesome phone at reasonable rate,positive,2
rate,awesome phone at reasonable rate,neutral,1
budget,good in budget,neutral,1
value for money,honor 10 lite mobile is good value for money,positive,2
over all,over all good within 7200,neutral,1
within 7200,over all good within 7200,neutral,1
instant internet connectivity,i feel it may be bit more complex to configure mobile with instant internet connectivity,neutral,1
wi-fi networks,"i have tried various basic recommended settings but no luck, every time i need to struggle to connect on same wi-fi networks at home as well office",negative,0
honor,honor means 5/5,positive,2
phone,perfect phone for this price range got it at 8k in big billion days,positive,2
price range,perfect phone for this price range got it at 8k in big billion days,neutral,1
look and finishing,look and finishing is very nice best phone in this range,positive,2
phone in this range,look and finishing is very nice best phone in this range,positive,2
smartphone,very good smartphone for using,positive,2
value for money,absolute value for money at rs7999,positive,2
sound thru speaker,sound thru speaker is pretty loud but slightly lacking in clarity,neutral,1
clarity,sound thru speaker is pretty loud but slightly lacking in clarity,negative,0
camera,camera is very special,positive,2
screen,screen is also quite special,positive,2
camera,camera- 4/5screen- 4,positive,2
screen,camera- 4/5screen- 4,positive,2
baterry,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,positive,2
processor,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,positive,2
performance,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,positive,2
value for money,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,positive,2
phone,super phone solid camera quality,positive,2
camera quality,super phone solid camera quality,positive,2
mobile,good mobile in this offer price,neutral,1
offer price,good mobile in this offer price,neutral,1
phone,very very good phone,positive,2
mobile,super fast mobile,positive,2
overally,overally super in this budjet,positive,2
budjet,overally super in this budjet,neutral,1
product,nice product in budget,positive,2
budget,nice product in budget,neutral,1
battery,good but not nice battery,neutral,1
purchase,it's amizing purchase under rs 8000,positive,2
model,"nice model, more backup, quick charge etc etc",positive,2
backup,"nice model, more backup, quick charge etc etc",positive,2
quick charge,"nice model, more backup, quick charge etc etc",positive,2
battery,battery is very low,negative,0
fone,nice fone in this range,positive,2
quality,quality is good,neutral,1
phone,osm phone value of money,positive,2
value of money,osm phone value of money,positive,2
fone,fantastic fone in this budget ever,positive,2
budget,fantastic fone in this budget ever,positive,2
phone,nice phone it's amazing,positive,2
everything,everything is good,positive,2
value for money,value for money and nice looking and light weight and easy to handle with one hand,positive,2
nice looking,value for money and nice looking and light weight and easy to handle with one hand,positive,2
light weight,value for money and nice looking and light weight and easy to handle with one hand,positive,2
easy to handle with one hand,value for money and nice looking and light weight and easy to handle with one hand,positive,2
phone,awesome phone in this price range,neutral,1
price range,awesome phone in this price range,neutral,1
7999,got it in 7999,neutral,1
handy,handy and comfortable,positive,2
comfortable,handy and comfortable,positive,2
money,worth for the money,positive,2
camera,better camera and performance,positive,2
performance,better camera and performance,positive,2
phone,it super phone,positive,2
budget phone,best budget phone,positive,2
budget phone,awesome budget phone,positive,2
hardware,hardware is capable but also there is no option for slow motion video in camera,neutral,1
slow motion video,hardware is capable but also there is no option for slow motion video in camera,negative,0
battery,"battery, so poor",negative,0
phone,best phone for pubg at this range,positive,2
range,best phone for pubg at this range,neutral,1
product,awesome product according price,neutral,1
phone,beautiful phone in best price,positive,2
price,beautiful phone in best price,positive,2
camera,all are goodcamera is also goodbutbattery is poor,positive,2
battery,all are goodcamera is also goodbutbattery is poor,negative,0
cost,👌 perfect in this cost absolutely value of money,neutral,1
value of money,👌 perfect in this cost absolutely value of money,positive,2
mobile,mobile is awesome,positive,2
looking,super looking phone,positive,2
mobile,good mobile but charge is not good,positive,2
charge,good mobile but charge is not good,negative,0
mobile,good mobile worth for your money,positive,2
money,good mobile worth for your money,positive,2
