sentence,raw_aspect,sentiment
good but not enough,,
it ' s not good condition,condition,Negative
phone is absolutely working fantastic,phone,Positive
only the issue is battery drain fast,battery drain,Negative
fully delicate display,display,Positive
Very useful for this mobile and very beautiful,mobile,Positive
This is very good products,products,Positive
Screen quality is very poor,Screen quality,Negative
Got broken in just 30 days,,
nice mobile phone no complent,,
Really good worth for money,money,Positive
battery mAh should improve,battery,Negative
Not expected more,,
Good Mobil for ues,Mobil,Positive
World best mobile,mobile,Positive
this phone is very good,phone,Positive
This is waste of money you can buy asus zenfone instead of this phone very bad battery strength and camera is normal but whole mobile is very poor,battery strength,Negative
This is waste of money you can buy asus zenfone instead of this phone very bad battery strength and camera is normal but whole mobile is very poor,camera,Negative
Very Good product,,
Realy a nice product smart work,work,Positive
bad customer care,customer care,Negative
screen damaged within a month,screen,Negative
Like this phone,phone,Positive
Nice phone & osm camera,phone,Positive
Nice phone & osm camera,camera,Positive
But the battery is bad,battery,Negative
Overall decent phone in its budget,phone,Positive
Overall decent phone in its budget,budget,Positive
I enjoyed the photos clarity and cpu performance of phone,photos clarity,Positive
I enjoyed the photos clarity and cpu performance of phone,cpu performance,Positive
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",Display brightness,Negative
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",battery life,Negative
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",GPS,Negative
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",inbuilt video calling features,Negative
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",GPU performance,Negative
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",speed charger,Positive
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",CPU performance,Positive
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",design,Positive
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",Rear Camera,Positive
"I bought at 15kCons : * Display brightness low at day time * Average battery life * I received faulty product ( GPS not at all working ) * No inbuilt video calling features via jio volte * GPU performance is average * No speed charger provided in box , normal 5v / 2A chargingPros : * CPU performance is super like Snapdragon 821 or 835 * Phone design is sexy but need to carefull with glasses * Rear Camera is best under 25k , Selfie is best clarit",Selfie,Positive
Short and simple review : Pros1,,
Not too large not too small,,
Amazing color output,color output,Positive
EMUI is wonderful,EMUI,Positive
"It takes time to get used to but its really precise , functional & efficient",,
Kirin processor is great,Kirin processor,Positive
There is slight heat but its only normal,heat,Negative
Speedy fingerprint sensor and useful for other functions,fingerprint sensor,Positive
Speedy fingerprint sensor and useful for other functions,functions,Positive
IR Blaster is really nifty with the built in app having profiles for most devices in the world,IR Blaster,Positive
shapire blue colour of honor 8 is awesome,colour,Positive
quality of picture is very good and front camera also giving the details,quality of picture,Positive
32 gb internal,gb internal,Neutral
4gb ram with 128 gb external memory is making this device great,ram,Positive
4gb ram with 128 gb external memory is making this device great,128 gb external memory,Positive
colour combination is very good with ltps lcd display,colour combination,Positive
It is a very premium looking device and you will feel good in your hand,device,Positive
It is a very premium looking device and you will feel good in your hand,hand,Positive
Very fast finger print and also it is a smart button you can use for multi task,print,Positive
Both side is with glass,glass,Neutral
and it will be sl,,
"Awesome looks , great build quality , fantastic EMOUI , value for money features",looks,Positive
"Awesome looks , great build quality , fantastic EMOUI , value for money features",build quality,Positive
"Awesome looks , great build quality , fantastic EMOUI , value for money features",EMOUI,Positive
"Awesome looks , great build quality , fantastic EMOUI , value for money features",features,Positive
Only con is it ' s slippery as hell,,
Using a cover hides it ' s beauty,cover,Negative
But at no tables did it not turn heads,tables,Negative
Totally happy about it,,
This is what I was looking for,,
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",looks,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",logo,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",dual cam,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",specs,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",price,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",warranty,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",screen damage,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",speaker,Positive
"awesome looks , stylish logo , dual cam , great specs , reasonable price , honor brand , 2year warranty , VIP card , rare gem , one of its kind blue sapphire color , expandable up to 128GB , 15 layer crystal glass also slippery , 3 month screen damage warranty , feels like Samsung edge and iPhone 6s , amazing speaker , NFC",NFC,Positive
love you honor,,
"I have used honor holly , honor 6 , honor 5x and now honor 8",honor holly,Positive
so without a doubt I am big fan of honor brand,brand,Positive
"I ' ll Explain in the end , why 3 * after having everything perfect except one",,
But that one is too risky to handle,,
This phone looks fantastic and works like a charm,works,Positive
Out of the crowd it actually stands out,crowd,Neutral
"Regarding reliability of hardware from honor , i can say that I ' m using honor 6 from last 2yrs & I still find it my best companion until i had a hold on this gorgeous Honor 8FYI : I used honor 6 parallel to Galaxy note 3 cons : Its single simWorst thing is its glasses on front and back ar",hardware,Positive
"This is truly a masterpiece , awesome design and craftmanship",design,Positive
5 D glass on the back makes a premium appeal to its looks,glass,Neutral
5 D glass on the back makes a premium appeal to its looks,looks,Positive
I bought sapphire blue which is sheer pleasure and a head turner,sapphire blue,Positive
"Performance is also awesome and not to forget the Price Tag , this is one of the best handsets in all aspects",Performance,Positive
"Performance is also awesome and not to forget the Price Tag , this is one of the best handsets in all aspects",Price Tag,Positive
Below are the Pros and Cons of HONOR8 - Pros - 1,,
"Stunning design , 2",design,Positive
5D glass craftmanship,glass,Positive
Incredible performance & beats S7 edge and One Plus3,performance,Positive
"Awesome camera , both rear and front",camera,Positive
It ' s been about 10 days since the purchase and being my first Honor phone I must say I ' m very impressed with this phone,purchase,Positive
It ' s been about 10 days since the purchase and being my first Honor phone I must say I ' m very impressed with this phone,Honor,Positive
I ' m not much of a gamer so this review is not based on the gaming performance although I only played temple run and it was a flawless experience,gaming performance,Positive
Smooth performance without any lags or abrupt closing of apps,performance,Positive
Primary camera performance is awesome in pro mode,camera performance,Positive
Primary camera performance is awesome in pro mode,pro mode,Positive
Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50,Screen,Positive
Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50,view,Positive
Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50,brightness,Neutral
simply amazing in the feel,feel,Positive
too good to handle and just feels so rich in handling,handle,Positive
too good to handle and just feels so rich in handling,handling,Negative
Runs smooth with the interface ( emui ),Runs,Positive
Runs smooth with the interface ( emui ),interface,Neutral
Very nice fingerprint sensor,fingerprint sensor,Positive
highly recommend to buy this phone ( especially blue version ),phone,Positive
highly recommend to buy this phone ( especially blue version ),blue,Positive
LTPS display is very share and smooth feel,display,Positive
LTPS display is very share and smooth feel,feel,Positive
Finger print sensor is very responsive even with the slight touch,Finger print sensor,Positive
Reflects in sunlight,sunlight,Negative
Good build quality,build quality,Positive
Battery backup is 1 day on heavy usage with data / wifi on,Battery backup,Negative
Battery backup is 1 day on heavy usage with data / wifi on,data,Neutral
Battery backup is 1 day on heavy usage with data / wifi on,wifi,Neutral
"Rear DSLR picture quality , front camera is mind blowing",picture quality,Positive
"Rear DSLR picture quality , front camera is mind blowing",front camera,Positive
Kirin 950 processor is lag free,processor,Positive
Can handle multiple apps,apps,Positive
Very fast software / applications response,software,Positive
Very fast software / applications response,response,Positive
More fun with EMUIReally worth for 30K,EMUIReally,Positive
It would have been flagship killer if Honor 8,Honor,Neutral
not that bad,,
Good product in this amount,amount,Positive
It is tge worst phone,phone,Negative
"i use 1 Year 2 month , is best slim smartphone",smartphone,Positive
Just a unbelievable phone with the budget of 8k,phone,Positive
Just a unbelievable phone with the budget of 8k,budget,Positive
Long lasting battery & Inbuilt memory of 128gb really a worth phone in this budget Hatsoff,battery,Positive
Long lasting battery & Inbuilt memory of 128gb really a worth phone in this budget Hatsoff,Inbuilt memory,Positive
Long lasting battery & Inbuilt memory of 128gb really a worth phone in this budget Hatsoff,128gb,Positive
Everything is good bt battery back up of this phone I don ' t like,battery back up,Negative
It is A Nice Mobile 😍,Mobile,Positive
I Love This,,
Ear phone not available in the books,Ear phone,Negative
After 3 month data cable is not working,data cable,Negative
I am go to services center,services,Neutral
& 300 rs given to myself,,
New purchase data cable,cable,Neutral
& akso after 5 month,,
I have faced sone issues in the phone,sone,Negative
Phone working is slowly,working,Negative
phone is good but there is a light heating effect seen,heating,Negative
if used prolonged,,
phone is nice and paisa vasool,phone,Positive
Very Chip Product In This Price,Price,Positive
"Mobile overall is good , but battery performance not good",battery performance,Negative
Very nice smartphone what a look,look,Positive
AmazingNice Camara nice look but 🔥 heating problem without any game playing in this reason i am not happy this phone,Camara,Positive
AmazingNice Camara nice look but 🔥 heating problem without any game playing in this reason i am not happy this phone,look,Positive
AmazingNice Camara nice look but 🔥 heating problem without any game playing in this reason i am not happy this phone,heating,Negative
Very nice piceChota dhamaka hai,piceChota,Positive
good item but please improve its camera,camera,Negative
Got it for my mom and she loves it,,
and poor battery backup,battery backup,Negative
"I owned the mobile for about a year , and it was amazing",mobile,Positive
No heating issues ( but my usage wasn ' t heavy ) and no lagging,heating,Positive
No heating issues ( but my usage wasn ' t heavy ) and no lagging,usage,Positive
The performance is fantastic and the camera is good too,performance,Positive
The performance is fantastic and the camera is good too,camera,Positive
"The only downside may be the battery , but personally was not a problem for me",battery,Negative
"It can even compete with new mobiles in the same range , so is a fantastic choice",choice,Positive
"Also , do not forget to take the Flipkart liquid insurance , this phone is not waterproof",insurance,Neutral
I accidentally dropped it in water but got a full refund,water,Neutral
I accidentally dropped it in water but got a full refund,refund,Positive
Excellent product at this rate,rate,Positive
mind blowing phone,phone,Positive
very good quality,quality,Positive
it ' s nice products,products,Positive
ovarally good mobile,mobile,Positive
"charging only problem , remaining everything is good",charging,Negative
Amazing phone in this price 💯 Value of money,phone,Positive
Amazing phone in this price 💯 Value of money,price,Positive
Amazing phone in this price 💯 Value of money,Value,Positive
Chinese always be a Chinese,Chinese,Neutral
deliver boy so fast,deliver,Positive
and good nature,nature,Positive
"Good mobile phone , display is awesome",display,Positive
its good product i am satisfied for this iteam buying,,
Do not buy any honor phones,phones,Negative
You will not get any andriod update,update,Negative
Best mobile and best camera quality,mobile,Positive
Best mobile and best camera quality,camera quality,Positive
okey but camera not good,camera,Negative
camera is good but battery is 3000mah except battery all the performance is awesome,camera,Positive
camera is good but battery is 3000mah except battery all the performance is awesome,battery,Negative
camera is good but battery is 3000mah except battery all the performance is awesome,performance,Positive
Front camera is superb but the back cam is worst,Front camera,Positive
Front camera is superb but the back cam is worst,back cam,Negative
But it ' s a nice phone,phone,Positive
thank you filipkart i am very happy Buy this phone very handy phone,,
kk desply small,,
honor is always providing a feature but quality is always poor,feature,Negative
honor is always providing a feature but quality is always poor,quality,Negative
Super mobile honor 9n is the best,,
"I gifted this mobile to my relative , and she was very happy with it",mobile,Positive
Awesome phone must bye it as it is worth for money,phone,Positive
Awesome phone must bye it as it is worth for money,money,Positive
just super in this price,price,Positive
Very nice mobile I love it,mobile,Positive
Nice mobile with nice camera,mobile,Positive
Nice mobile with nice camera,camera,Positive
not bad overall,,
Camera is superbBattery life is also good phone can be used full day without chargingperformance is also goodphone looks sexyits value for money phone,Camera,Positive
Camera is superbBattery life is also good phone can be used full day without chargingperformance is also goodphone looks sexyits value for money phone,life,Positive
Camera is superbBattery life is also good phone can be used full day without chargingperformance is also goodphone looks sexyits value for money phone,looks,Positive
very poor screen quality,screen quality,Negative
Unable to receive incoming calls,calls,Negative
Selfi camera is awesome,camera,Positive
Super phone by Flipkart,phone,Positive
Good but not as expected,,
Bettry average parformance,,
worse camera quality and speed of phone,camera quality,Negative
worse camera quality and speed of phone,speed,Negative
it hang and very slow please don ' t buy in this range other brand is superior,hang,Negative
it hang and very slow please don ' t buy in this range other brand is superior,range,Negative
Just okay not upto the mark,mark,Negative
Good phone with Value for money,phone,Positive
Good phone with Value for money,money,Positive
very good love you flipkart,flipkart,Positive
nice not bad,,
"Good phone of honor 9N , best money value product",phone,Positive
"Good phone of honor 9N , best money value product",value,Positive
wonderful deal superb mobile go 4it,deal,Positive
super duper this phoen,phoen,Positive
"good phone , camera is not upto mark",camera,Negative
very nice mobile better backm,mobile,Positive
very nice mobile better backm,backm,Positive
Phone was very good excellent look but battery backup only 5,look,Negative
Phone was very good excellent look but battery backup only 5,battery backup,Negative
30 hours run fully charged,charged,Positive
"Battery life low , looks is very good",Battery life,Negative
"Battery life low , looks is very good",looks,Negative
The battery backup is very poor also the performance is not good,battery backup,Negative
The battery backup is very poor also the performance is not good,performance,Negative
The Device is lagging too much,Device,Negative
The Device is lagging too much,lagging,Negative
For normal usage also I need to charge the Phone twice in a day,usage,Negative
For normal usage also I need to charge the Phone twice in a day,charge,Negative
Suits in its price range,price range,Positive
Not working net,net,Negative
Best Performance And Better than Vivo Y12 Y15 V9 And All Vivo Oppo And Realme Mobiles Under 15k,Performance,Positive
low battery backup 3000mah,battery backup,Negative
"worth for 10k , 128gb , 4gb",128gb,Neutral
superb phone very nice look,look,Positive
but battery backup is not good,battery backup,Negative
Very good product at this price,price,Positive
BETTER Mobile Like It,Mobile,Positive
Good quality smart phone,quality,Positive
screen quality is very bad and camera quality is also poor,screen quality,Negative
screen quality is very bad and camera quality is also poor,camera quality,Negative
Display mess up for few seconds often,Display,Negative
"Good performance having to use , also more satisfied with flipkart services",performance,Positive
"Good performance having to use , also more satisfied with flipkart services",services,Positive
The Phone is good at this price level and value for money,price,Positive
The Phone is good at this price level and value for money,value,Positive
Can buy the product without think too much,,
mobile ok but camera clarity it ' s not enough,camera clarity,Negative
Good phone within budget,phone,Positive
Good phone within budget,budget,Positive
Only con is battery which is not lasting lfor 8 hours if we use extensively like watching movies and browsing internet,battery,Negative
Only con is battery which is not lasting lfor 8 hours if we use extensively like watching movies and browsing internet,internet,Neutral
very good product in low price,price,Positive
Working great still date 😊👍,Working,Positive
no headset even though its mentioned in the whats in the box,headset,Negative
satinggs no good and camera no good,satinggs,Negative
satinggs no good and camera no good,camera,Negative
it ' s good product as per price,price,Positive
its wrost phone,phone,Negative
"Good product , worth for money",money,Positive
"One thing is still problem with invoice , its not resolved till today and Display problem for this mobile , There comes a straight line on the display without any mishandling of this device",invoice,Negative
"One thing is still problem with invoice , its not resolved till today and Display problem for this mobile , There comes a straight line on the display without any mishandling of this device",Display,Negative
"One thing is still problem with invoice , its not resolved till today and Display problem for this mobile , There comes a straight line on the display without any mishandling of this device",display,Negative
Waste products from flipkart,flipkart,Negative
worst experience ever faced in these recent years,experience,Negative
Best camera in this priceFront camera is better than backHandy Pocket friendly,camera,Positive
Best camera in this priceFront camera is better than backHandy Pocket friendly,priceFront camera,Positive
"Nice mobile , with low price , but battery backup is not good",price,Positive
"Nice mobile , with low price , but battery backup is not good",battery backup,Negative
oook not bad,,
don ' t take proper data and servicing centers problems,data,Negative
mobile over heating when using video calls,mobile,Negative
Not bad phone but battery bad parformens,battery,Negative
good working so far,working,Positive
super smart phone,,
best performence in this price,performence,Positive
best performence in this price,price,Positive
"thanks honor 9 thanks for flipcart , i am using 1 year i have no problum , divice is nicely working no problum",divice,Positive
Very very nice look,look,Positive
writing this review after using phone for 2 months,,
simply cool mobile for ladies,mobile,Positive
I gifted this to my Wife and she is very Happy,,
Good product battery problems,battery,Positive
"Worst in terms of performance , camera and battery life ni worth for buying",performance,Negative
"Worst in terms of performance , camera and battery life ni worth for buying",camera,Negative
"Worst in terms of performance , camera and battery life ni worth for buying",battery life,Negative
over heated during calls,,
worth for money battery should improve standby,battery,Negative
very fragile as compared to honor 6 which I have used earlier,,
Duel volte not support,support,Negative
Good smartphone in this price point,price,Positive
"Good Phone , battery back up is very good",Phone,Positive
"Good Phone , battery back up is very good",battery back up,Positive
Camera quality is very good,Camera quality,Positive
battery work very week,battery,Neutral
Looking so excellent,Looking,Positive
Camera and battery good,Camera,Positive
Camera and battery good,battery,Positive
Weightless it ' s good Mobil,Mobil,Positive
"value for money , invest in honor to get future OS & others services",value,Positive
"value for money , invest in honor to get future OS & others services",services,Neutral
"Beautiful Product and reasonable price , fast service , Thanks Flipcart",price,Positive
"Beautiful Product and reasonable price , fast service , Thanks Flipcart",service,Positive
but other options are,,
value for moneyGood camera quality,camera quality,Positive
Best phone in the budget under 10000,phone,Positive
Best phone in the budget under 10000,budget,Positive
Honor must have work on phone hiting problem,hiting,Negative
Camera and phone performance is good,Camera,Positive
Camera and phone performance is good,performance,Positive
very nice mobile and luck,mobile,Positive
Amazing value for money,value,Positive
Amazing value for money,money,Positive
Model is the best one and feature is good,Model,Positive
Model is the best one and feature is good,feature,Positive
good like this,,
good mobile in this,mobile,Positive
worst mobile ever seen,mobile,Negative
Heating on video call,Heating,Negative
Good Mobile Device,,
Mobile is good but I don ' t get my headphones,Mobile,Positive
Mobile is good but I don ' t get my headphones,headphones,Negative
how I will get my headphones now,headphones,Negative
Nice Phone At Low Price,Phone,Positive
Nice Phone At Low Price,Price,Positive
Good quality this product,quality,Positive
if I put charger phone getting heat,charger,Negative
Good and looking also osm,looking,Positive
For this Prize the best performing phone,Prize,Neutral
For this Prize the best performing phone,phone,Positive
Even after two months of purchase am loving it more and more,purchase,Positive
Camera was excellent but battery pickup is low,Camera,Positive
Camera was excellent but battery pickup is low,battery pickup,Negative
give atleast one day to return back the mobile,mobile,Negative
an option to the customer,customer,Neutral
y becoz after buying this mobile we are not satisfied with camera compare to mi mobiles,camera,Negative
I thought of return back with in one day,return,Neutral
Flipkart doesn ' t support this,,
"I tried for exchange this with in a day , they shown the price just 3000 so embarrassing",price,Negative
thank you bad experience I face with the mobile,experience,Negative
Well at the onset product looks satisfying,,
Honor is best phone,Honor,Positive
Never ever purchase,purchase,Negative
Fabulous mobile on this price,mobile,Positive
Fabulous mobile on this price,price,Positive
You can buy it,,
Look wise cool but sometimes it hanges,,
Video calling volte missing only 2 star deserves,,
good in this prise,prise,Positive
late delivery but product is awesome,delivery,Negative
A very nice product,product,Positive
it ' s good same like professional photography,,
good phone exelent camara,camara,Positive
gud phone in budget,phone,Positive
gud phone in budget,budget,Positive
Good Condition 👌,Condition,Positive
Camera is good and i want more megapixels in ths,Camera,Positive
Jesus loves you brother,Jesus,Positive
vety very good,vety,Positive
"I am very disappointed with flipkart , they charge the price immediately , when I purchased it was 9999not it has reduced",price,Negative
but battery should be more than 3k mh,battery,Negative
best phone loved it😍😍just battery drains too fast😋😋,battery,Negative
Not upto the expectations,expectations,Negative
Good phone this price and impressed,price,Positive
Phone is best in this mrp but E,Phone,Positive
Kart delivery is dealy not deliver on time bad service,delivery,Negative
Kart delivery is dealy not deliver on time bad service,service,Negative
Superb mobile in this prize,mobile,Positive
Its a vry good product but size of mobile is small,size,Negative
If you are interested in gaming phone this IS NOT the phone you are looking at but if it is in your budget this is the best phone you can get,gaming,Neutral
If you are interested in gaming phone this IS NOT the phone you are looking at but if it is in your budget this is the best phone you can get,budget,Positive
Nice & cool mob,,
nice camera I love,camera,Positive
Value for price,price,Positive
still it ' s lil slow on working,working,Negative
Fabulous camera Nd fast work,camera,Positive
Fabulous camera Nd fast work,work,Positive
The product says it is Honor 9N but the invoice says something else,Honor,Neutral
The product says it is Honor 9N but the invoice says something else,invoice,Negative
U cannot open the back cover,back cover,Negative
Difficulties in opening the sim slot,opening,Negative
Difficulties in opening the sim slot,sim slot,Negative
very good fone for value money,money,Positive
"Good product , Good quality , looking Awesome",quality,Positive
"Good product , Good quality , looking Awesome",looking,Positive
"Good , but sometimes phone gets hanged",phone,Negative
for 9k it ' s a wonderful phone,phone,Positive
the product i received was having problems with the hardware,hardware,Negative
it was restarting several times and my return request was rejected,,
Value for money nice mobile,Value,Positive
Value for money nice mobile,mobile,Positive
best smartphone in low price,smartphone,Positive
best smartphone in low price,price,Positive
"Got a good deal during sale time , good performance and features for the provided price",performance,Positive
"Got a good deal during sale time , good performance and features for the provided price",features,Positive
"Got a good deal during sale time , good performance and features for the provided price",price,Positive
this is quite good in this price segment,price,Positive
Battery is not that good,Battery,Negative
Honer 9n is the best smart phone,smart phone,Positive
And nice camera,camera,Positive
"But , something missing 🙄",,
Sound effects are poor,Sound effects,Negative
but satisfied with other features,features,Positive
very nice this price,price,Positive
Battery drains very fast,Battery,Negative
it doesn ' t last for one day,,
super very nice product,,
nice product but glass body is loose,glass body,Negative
Flipkart Service PoorProduct Excellent,Service,Negative
very good productos,productos,Positive
Mobile microphone is so bad also Create heat,microphone,Negative
Don ' t buy honor 9n,honor,Negative
very nice mobile fone & good camera qulatty,mobile,Positive
very nice mobile fone & good camera qulatty,camera,Positive
Good phone excellent display and performance only camera is disappointed me,display,Positive
Good phone excellent display and performance only camera is disappointed me,performance,Positive
Good phone excellent display and performance only camera is disappointed me,camera,Negative
best value for money,value,Positive
best value for money,money,Positive
I am very happy good delivery,delivery,Positive
It is good product by honor,product,Positive
Awesome as expected,,
low price great phone,price,Positive
For 10k it ' s a good choice,choice,Positive
Only issue is the battery backup,battery backup,Negative
"I wouldn ' t advice anyone to buy any Honor or Huawei phone since , it has been banned by the US and Google , which means you wouldn ' t be able to use Google apps like play store",play store,Negative
"it also heats up , however the battery life is satisfactory",battery life,Positive
very bad experience from this mobile,mobile,Negative
honor 9N it has heating issue when use only 5 mnts,heating,Negative
and charging very slowly,charging,Negative
for 100 % charge it take 4 - 5 hours,charge,Negative
good products but better battery amh,battery,Negative
Nice phone Features,Features,Positive
Awesome with this price,price,Positive
Except battery backup awesome phone,battery backup,Positive
delivered within 2days,delivered,Positive
thanks to flupkart,,
Nice mobile phone in this price,price,Positive
About the phone is good but the exchange which ever term and condition flipkart is mention according to that I exchange to my old phone they won ' t taken by the service boy,service,Negative
He saying Selly reason side or back of phone any scratch is there they ll not took old phone,,
But there is not mention any kind of these rule,rule,Negative
Am to much disappoint of flipkart service,service,Negative
Very good prodack,prodack,Positive
Mobile is heating,Mobile,Neutral
1000 % value for money product,value,Positive
VALUE FOR MONEY DEVICE,VALUE,Positive
It ' s Verry nice honour 9n haneshet,,
I was bought honor 9n but it was not working proper pls sort out my problem,honor,Negative
its not bad,,
not good mobile,mobile,Negative
It was well packed and the product is amazing,packed,Positive
phone is superb but delivered was too late,delivered,Negative
Heating problems this phone,Heating,Negative
"Good quality , Good product",quality,Positive
"it ' s dammn classy guys , specially the blue color it ' s not actually blue it ' s a turquoise bluish color & has face & finger lock too & simply good",guys,Positive
"it ' s dammn classy guys , specially the blue color it ' s not actually blue it ' s a turquoise bluish color & has face & finger lock too & simply good",blue color,Positive
Good and excellent mobile,mobile,Positive
4Gb Ram / 64 GB Rom,Ram,Neutral
4Gb Ram / 64 GB Rom,64 GB Rom,Neutral
Fool value for money,value,Negative
No any doubts buy now,,
All function must be working properly,function,Negative
Specially Robin egg blue colour rarely available,colour,Negative
Hanging and heating issue after one month of purchase,Hanging,Negative
Hanging and heating issue after one month of purchase,heating,Negative
Very bad performance response,performance response,Negative
Nice mobile being excess of hot during use and hang many of times and also battery backup is noot good,battery backup,Positive
Nice phn in this budget,phn,Positive
Nice phn in this budget,budget,Positive
Good perfomence of is phone display is very good but battery is no longer working,display,Positive
Good perfomence of is phone display is very good but battery is no longer working,battery,Negative
very good performance,performance,Positive
Awesome mobile pass vasool,pass,Positive
nice product very good and excellent,,
Worst phone received from honor series,phone,Negative
It is ossam product for bujet,,
Mobile suddenly switched off,Mobile,Negative
Not even a month since I purchased,,
Didn ' t expect this kind of product from Flipkart,,
Facelock recognition is quite slow,Facelock recognition,Negative
very nice and good product,,
Battery backup is worst and camera is average,Battery backup,Negative
Battery backup is worst and camera is average,camera,Neutral
"I won ' t play games , so for me battery life is fine , using this t from last 2 weeks and till now did not see any issues with usage",battery life,Positive
Budget mobile having high futures in 10k,mobile,Positive
Not Worth full for money paid,money,Negative
